id	text	en	loc
12018	포름알데히드라도 마신 거예요? 제 말 믿고, 그냥 안 된다고-어후 하세요.	Have you been drinking formaldehyde? Trust me, just say-no-a-who.	Coroner.yack
12019	이봐요, '어후'는 제 거라고요-어후!	Hey, the 'a-who' bit is mine!	Coroner.yack
12020	하! 걸렸다!	Ha! Got ya!	Coroner.yack
12021	두 분이서 랜섬 더 클라운 오프닝 무대 서셔도 되겠어요.	You two could open for Ransome the Clown.	Coroner.yack
12022	그 얘기 그 사람한테 해볼게요-어후.	I'll talk to him-a-who about it.	Coroner.yack
12023	뇌 적출에 관한 아주 좋은 소재가 좀 있어요.	I have some great material about extracting a brain.	Coroner.yack
12024	그럴 것 같긴 하네요.	I bet you do.	Coroner.yack
12025	뭐라고요-어후!	What-a-who!	Coroner.yack
12026	그걸 어디서 읽으셨어요? 팀블위드 파크에서 살인 사건은 한 번도 없었고, 보리스라는 사람도 몰라요.	Where did you read that? We've never had a murder in Thimbleweed Park, and I don't know anyone named Boris.	Coroner.yack
12027	검시관님의 기밀 파일에서 읽었어요.	I read it in your confidential coroner files.	Coroner.yack
12028	그 쓰레기 같은 니켈 뉴스에서 읽었어요.	I read it in that trash-rag the Nickel News.	Coroner.yack
12029	온라인 BBS에서 읽었어요.	I read it on an on-line BBS.	Coroner.yack
12030	몰라요. 기억이 안 나요.	I don't know. I can't remember.	Coroner.yack
12031	정말요? 저요-어후? 신나네요.	Really? Me-a-who? That's exciting.	Coroner.yack
12032	안녕, 데이브.	Hi there, Dave.	Dave.yack
12033	안녕 딜로리스. 돌아온 거 환영해!	Hi Delores. Welcome back!	Dave.yack
12034	얘기 못 해. 바빠!	Can't talk. Busy!	Dave.yack
12035	안녕, 레노어.	Hi Lenore.	Lenore.yack
12036	여기서 뭐 하는 거야? 부랑자처럼 불타는 쓰레기통 옆에서 노닥거리고.	What are you doing here? Hanging out by a burning trash can like a bum.	Lenore.yack
12037	아, 그 잘난 척하는 말이랑 '난 너보다 훨씬 낫다'는 소리 좀 그만해.	Oh enough with the wise-cracks and “I'm so much better than you” remarks.	Lenore.yack
12038	너 놀리는 거 아니었어, 그건 진짜...	I wasn't mocking you, it was a real...	Lenore.yack
12039	이게 다 너 때문이야.	This is all your doing.	Lenore.yack
12040	뭐가 다 나 때문인데?	What is all my doing?	Lenore.yack
12041	우리 자매잖아, 친하게 지낼 수 없어?	We're sisters, can't we be friends?	Lenore.yack
12042	갑자기 스모어가 당기네.	I suddenly have a craving for s'mores.	Lenore.yack
12043	그 잘난 척 좀 그만해!	Enough with the wise-cracks!	Lenore.yack
12044	네가 척 삼촌을 컴퓨터에 그냥 놔뒀으면, 삼촌은 죽었을 거고 내가 유산을 받았을 텐데.	If you'd left Uncle Chuck in the computer, he would have died and I'd have gotten my inheritance.	Lenore.yack
12045	근데 아직 살아있고 정신병원에 있어서 법적으로 손 못 대.	But he's still alive and in a sanitarium and legally out-of-reach.	Lenore.yack
12046	너 맨션 저택에서 쫓겨난 거야?	You got evicted from the Mansion mansion?	Lenore.yack
12047	갈 데가 없는 거야?	You have no place to go?	Lenore.yack
12048	나랑 같이 지내는 건 어때?	You could bunk with me?	Lenore.yack
12049	은행 채용 공고 나온 사진이 있어.	I have a photo that shows a job opening at the bank.	Lenore.yack
12050	은행 채용 공고 나온 사진이 있어.	I have a photo that shows a job opening at the bank.	Lenore.yack
12051	은행에 일자리가 났어.	There is a job opening at the bank.	Lenore.yack
12052	일자리 구해본 적 있어?	Have you tried to get a job?	Lenore.yack
12053	너 꼬마 처키 좋아하는 줄 알았는데?	I thought you loved little Chuckie?	Lenore.yack
12054	날씨 좋네.	Nice weather.	Lenore.yack
12055	새 랜섬 쇼 봤어?	Seen the new Ransome show yet?	Lenore.yack
12056	또 보자, 언니.	See ya around, sis.	Lenore.yack
12057	꺼져.	Get lost.	Lenore.yack
12058	그래!	Yes!	Lenore.yack
12059	살인 시뮬레이터 만드느라 정신없지만 않았으면 알았을 텐데.	If you hadn't been so preoccupied with making murder simulators, you'd have known.	Lenore.yack
12060	은행이 에드먼드 맨션 저택을 압류해서 나랑 그 꼬맹이, 그리고 내 쓸모없는 남편 피터를 쫓아냈어.	The bank repossessed the Edmund Mansion mansion and evicted me and the little brat and my worthless husband Peter.	Lenore.yack
12061	이봐.	Hey.	Lenore.yack
12062	내가 챙길 수 있었던 건 그 도서관에 있던 형편없는 의자뿐이었어.	All I got to take was that crappy chair from the library.	Lenore.yack
12063	하나도 없어! 삼군 지역 상류층 사교 모임에서 전부 블랙리스트에 올랐다고.	None! I've been blacklisted by all the high society places in the tri-county area.	Lenore.yack
12064	척 삼촌 이름까지 따서 지었는데...	I named him after Uncle Chuck and everything...	Lenore.yack
12065	...그게 무슨 소용이었어?	...what good did it do?	Lenore.yack
12066	아무 소용없었어! 쫓겨났잖아!	Nothing! Evicted!	Lenore.yack
12067	그러시겠지! 나랑 네 너드 친구들이 다 같이 D&E나 하지 뭐.	Sure! Me and all your nerdy friends can play D&E together.	Lenore.yack
12068	우리 너드 아니야!	We're not nerds!	Lenore.yack
12069	그건 D&D야. 던전 앤 드래곤이라고.	It's called D&D. For Dungeons and Dragons.	Lenore.yack
12070	우리 너드 아니야!	We're not nerds!	Lenore.yack
12071	너 혼돈 악 캐릭터로 하는 거 아니야?	I'm thinking you play chaotic evil?	Lenore.yack
12072	우리 너드 아니야!	We're not nerds!	Lenore.yack
12073	나도 사랑해, 언니.	Love you too sis.	Lenore.yack
12074	은행 창구직원?	Bank teller?	Lenore.yack
12075	장난하는 거지! 명망 있는 팀블위드 에드먼드 가문 사람이 창구직원 일을 한다고?	You've got to be kidding! An Edmund from the prestigious Thimbleweed Edmunds taking a teller job?	Lenore.yack
12076	설령 그렇게까지 낮아진다 해도, 네 말은 못 믿겠어.	Even if I was to stoop that low, I don't believe you.	Lenore.yack
12077	뭐 어떻게!?!	Like what!?!	Lenore.yack
12078	바리스타. 그게 대세가 될 거라던데.	Barista. I hear it's going to be big.	Lenore.yack
12079	나사 우주왕복선 임무 전문가는?	NASA Space Shuttle mission specialist?	Lenore.yack
12080	거리의 여자는?	Streetwalker?	Lenore.yack
12081	S&D 다이너 주말 웨이트리스는?	Weekend waitress at the S&D Diner?	Lenore.yack
12082	은행 창구직원은?	Bank teller?	Lenore.yack
12083	랜섬 더 클라운 쇼 티켓 받는 사람.	Ransome the Clown show ticket taker.	Lenore.yack
12084	그래, 그거 흥미롭긴 한데...	Yeah, that's an interesting...	Lenore.yack
12085	전혀 아니거든!	NO IT'S NOT!	Lenore.yack
12086	에드먼드 가문은 일 안 해!	Edmunds don't work!	Lenore.yack
12087	그래서 네가 가문 이름에 먹칠하는 거야.	That's why you're such a disgrace to the family name.	Lenore.yack
12088	뭐? 나한테 채용 공고를 보여준다고? 내가 일자리가 필요하다고 생각하는 거야! 평범한 사람처럼!	What?  You're showing me a job opening? You think I need a job! Like a common person!	Lenore.yack
12089	음... 그게... 그래... 나... 나... 한번 들러볼지도...	Well... I never... Yeah... I'll... I... I might stop by...	Lenore.yack
12090	채용 공고라고? 음... 그게... 그래... 나... 나... 한번 들러볼지도...	A job opening? Well... I never... Yeah... I'll... I... I might stop by...	Lenore.yack
12091	그래, 그거 이미 보여줬잖아! 생각해볼게.	Yeah, you already showed me that! I'll think about it.	Lenore.yack
12092	흥미롭네... 그래... 아마 나... 아니... 나... 한번 들러볼지도... 아마도.	Interesting... Yeah... Maybe I'll... No... I... I might stop by... Might.	Lenore.yack
12093	그래, 그거 이미 말했잖아! 생각해볼게.	Yeah, you already said that! I'll think about it.	Lenore.yack
12094	어머! 최고야!	Oh my! It is the best!	Lenore.yack
12095	랜섬 보는 게 내 인생에 남은 유일한 낙이야.	Seeing Ransome is the only joy left in my life.	Lenore.yack
12096	안녕, 레노어.	Hi Lenore.	Lenore.yack
12097	새 일자리 축하해!	Congrats on the new job!	Lenore.yack
12098	쉬이잇... 내 이름 크게 말하지 마. 누가 들을지도 몰라.	Shhhhh... don't say my name out loud. Someone might hear.	Lenore.yack
12099	들었는데.	I hear.	Lenore.yack
12100	내 은행 잔액 좀 확인해줄 수 있어?	Can you check my bank balance?	Lenore.yack
12101	내 은행 잔액 다시 좀 확인해줄 수 있어?	Can you check my bank balance again?	Lenore.yack
12102	날씨 좋네.	Nice weather.	Lenore.yack
12103	그러니까...	So...	Lenore.yack
12104	처키는 잘 있어?	How is Chuckie?	Lenore.yack
12105	안녕, 고마워.	Goodbye and thanks.	Lenore.yack
12106	어디 보자...	Let me see...	Lenore.yack
12107	네 잔액은...	You have...	Lenore.yack
12108	하나도 없어!	NOTHING!	Lenore.yack
12109	땡전 한 푼도!	Zip squat!	Lenore.yack
12110	0달러 0센트.	Zero dollars and zero cents.	Lenore.yack
12111	제로야!	Nada!	Lenore.yack
12112	완전 0.00달러.	A big zero point zero zero dollars.	Lenore.yack
12113	이제 신경도 안 써.	Like I care anymore.	Lenore.yack
12114	뭐가 됐든...	About anything...	Lenore.yack
12115	맨션 저택에 대해 좋은 소식이랑 나쁜 소식이 있는데... 됐다.	Good and bad news about the Mansion mansion... never mind.	Lenore.yack
12116	누가 신경 쓴대.	Who cares.	Lenore.yack
12117	꺼져.	Get lost.	Lenore.yack
12118	웬일이야 D!	What's up D!	Leonard.yack
12119	웬일이야 딜로리스!	What's up Delores!	Leonard.yack
12120	그 편지 부쳐줘서 고마워.	Thanks for mailing that letter.	Leonard.yack
12121	나 D라고 부르지 마.	Don't call me D.	Leonard.yack
12122	안녕 레너드.	Hey Leonard.	Leonard.yack
12123	화장실 조명 스위치가 안 돼.	Bathroom light switch doesn't work.	Leonard.yack
12124	화장실 조명 스위치 아직도 안 돼.	Bathroom light switch still doesn't work.	Leonard.yack
12125	또 보자!	See ya!	Leonard.yack
12126	그래, 알겠어 D... 아니 딜로리스.	OK, sure thing D... I mean Delores.	Leonard.yack
12127	너도 안녕!	Hey back at ya!	Leonard.yack
12128	어. 그거 말인데.	Yeah. About that.	Leonard.yack
12129	관리사무소에서 전기세를 깜빡하고 안 냈어, 그래서 화장실 전기가 끊겼어.	Management forgot to pay the power bill, so they cut power to the bathroom.	Leonard.yack
12130	빨리 안 내면 건물 전체가 정전될 거야, 진짜.	If it doesn't get paid soon, the whole building will lose power, man.	Leonard.yack
12131	관리사무소가 깜빡한 거야, 아니면 네가 납부서 부치는 걸 깜빡한 거야?	Did management forget, or did you forget to mail the payment?	Leonard.yack
12132	지금 남 탓할 때가 아닌 것 같은데!	I don't think this is the time to be pointing fingers!	Leonard.yack
12133	여기 납부서야, 우체통에 좀 넣어줄 수 있어... 아니, 관리사무소를 위해서?	Here is the payment, can you drop it in a mailbox for me... I mean management?	Leonard.yack
12134	그래.	Sure.	Leonard.yack
12135	내가 준 전기세 고지서, 관리사무소가 깜빡하고 안 냈대.	Management forgot to pay the power bill I gave you.	Leonard.yack
12136	빨리 안 내면 건물 전체가 정전될 거야, 진짜.	If it doesn't get paid soon, the whole building will lose power, man.	Leonard.yack
12137	그 납부서 우체통에 좀 넣어줄 수 있어... 아니, 관리사무소를 위해서?	Can you drop the payment in a mailbox for me... I mean management?	Leonard.yack
12138	그래.	Sure.	Leonard.yack
12139	안녕하세요, 마담 모레나.	Hello Madame Morena.	Morena.yack
12140	요즘 어떻게 지내세요?	How have things been?	Morena.yack
12141	도롱뇽 눈 같은 거 있어요?	Got any eye-of-newt?	Morena.yack
12142	네, 보여요.	Yes, I see.	Morena.yack
12143	네, 정말 보여요.	Yes, I really see.	Morena.yack
12144	정말정말 보여요!	I really really see!	Morena.yack
12145	볼 수 있어요!	I can see!	Morena.yack
12146	하지만 전 볼 수 있어요.	But I can see.	Morena.yack
12147	네 알았어요, 안 보여요.	Ok fine, I can't see.	Morena.yack
12148	*한숨*	*sigh*	Morena.yack
12149	서커스가 버려졌다는 얘기 들으셨어요?	Have you heard about the circus being abandoned? 	Morena.yack
12150	랜섬 더 클라운 최신 쇼 보셨어요?	Seen Ransome the Clown's latest show yet?	Morena.yack
12151	뭐 이상한 거 눈치채신 거 있어요?	You noticed anything odd?	Morena.yack
12152	앞에 표지판 보니까 완전 폭탄 세일 하시던데요.	Sign out front says you're having a blow-out sale.	Morena.yack
12153	또 봐요!	See ya!	Morena.yack
12154	딜로리스, 오랜만에 보네요.	Been a while since I've seen you around, Delores.	Morena.yack
12155	게임 디자이너 일 때문에 꽤 바빴어요.	That game designer job has kept me pretty busy.	Morena.yack
12156	크런치 끝나고 휴가 나와서, 나탈리 도와주고 있어요.	I'm on my post-crunch vacation, helping Natalie out.	Morena.yack
12157	그럼요! 지금까지 중 최고의 쇼예요. 매주 가고 있어요.	Yes! It's his best show yet. I go every week.	Morena.yack
12158	떠나기 전에 볼 수 있으면 좋겠네요.	I hope to see it before I leave.	Morena.yack
12159	아무것도요...	Nothing...	Morena.yack
12160	...그리고 그냥 내버려 두는 게 좋을 거예요, 얘야.	...And you should leave well enough alone my dear.	Morena.yack
12161	그런 생각의 길 끝엔 불행뿐이에요.	Only misery lies down that path of thought.	Morena.yack
12162	게다가, 매주 랜섬을 안 보면 어떻게 살아야 할지 모르겠어요!	Besides, I don't know what I'd do without my weekly hit of Ransome!	Morena.yack
12163	에이, 설마요!	Please!	Morena.yack
12164	도롱뇽 눈이라니 완전 만화책 뒷장에나 나오는 거잖아요!	Eye of Newt is right out of the back of comic books!	Morena.yack
12165	진짜 마법이 아니잖아요.	It's not real magic.	Morena.yack
12166	보여요.	I see.	Morena.yack
12167	당신은 보여요?	Do you see?	Morena.yack
12168	정말 보여요?	Do you really see?	Morena.yack
12169	정말정말 보여요?	Do you really really see?	Morena.yack
12170	안 보이시는 것 같은데요.	I don't think you see.	Morena.yack
12171	볼 수 있으면 좋을 텐데요.	I wish you could see.	Morena.yack
12172	못 보시는 것 같아요.	I don't think you can see.	Morena.yack
12173	말했잖아요, 못 보신다고.	I told you, you can't see.	Morena.yack
12174	지난 하루 동안 현실의 결에 이상한 파문이 이는 걸 느꼈어요.	In the last day I've noticed some odd ripples in the fabric of reality.	Morena.yack
12175	그 헛소리를 믿는다면, 무섭게 들리겠네요.	If I believed that mumbo-jumbo, that would sound scary.	Morena.yack
12176	믿어요!	BELIEVE!	Morena.yack
12177	무서운 힘이 작용하고 있어요.	Scary forces are at work.	Morena.yack
12178	수년 전에 균열이 하나 생겼는데, 며칠 전까지 아무도 눈치채지 못했어요.	Many years ago, there was a tear that has gone unnoticed until a few days ago.	Morena.yack
12179	당신이 연관돼 있을까 봐 두려워요.	I fear you might be connected.	Morena.yack
12180	진정 좀 하세요.	Take a chill-pill.	Morena.yack
12181	그리고 입 냄새 방지 민트도 좀 드시고요.	And maybe some breath mints.	Morena.yack
12182	포트란 관련 책 있어요?	Got any books on Fortran?	Morena.yack
12183	제일 위쪽에 하나 있을지도 몰라요.	Might be one at the very top.	Morena.yack
12184	찾으면 가져가도 돼요.	If you find it, you can take it.	Morena.yack
12185	우리한테 필요한 사어(死語) 책은 고대 캡시판어뿐이에요.	The only dead languages we need books on is ancient capsipan.	Morena.yack
12186	새 일이 너무 기대돼!	I'm excited about my new job!	Natalie.yack
12187	나탈리가 날 니켈 뉴스 사진기자로 고용했어.	Natalie has hired me to be the Nickel News photographer.	Natalie.yack
12188	빨리 시작하고 싶어!	I can't wait to get started!	Natalie.yack
12189	니켈 뉴스 사진기자로서 또 신나는 과제네!	Another exciting assignment as the Nickel News photographer!	Natalie.yack
12190	나탈리가 이번엔 또 뭘 시킬까?	I wonder what Natalie has for me now?	Natalie.yack
12191	어머, 오늘 아침 완전 의욕 넘치네.	My, aren't we the eager beaver this morning.	Natalie.yack
12192	빨리 시작하고 싶어!	I'm excited to get started!	Natalie.yack
12193	게임 만드는 것에서 벗어나 좋은 창작 휴식이 될 거야.	It will be a nice creative break from making games.	Natalie.yack
12194	사실 아침도 아니잖아, 이제 막 오후 5시 지났는데.	It's not really the morning, it's just after 5pm.	Natalie.yack
12195	흥미롭네.	Interesting.	Natalie.yack
12196	다가오는 팀블위드 니켈 호에 실을 기사 여러 개를 작업 중인데, 사진이 필요해.	I'm working on several stories for upcoming editions of the Thimbleweed Nickel, and we need photographs.	Natalie.yack
12197	목록 만들어놨고, 카메라는 문 옆 서류함 안에 있어.	I've made a list for you, and the camera is in the file cabinet by the door.	Natalie.yack
12198	필요한 거 있으면 말해. 필름 더 필요하거나, 사무용품이나, 퇴직연금 정보 같은 거.	Let me know if you need anything. More film, office supplies, info on your 401k.	Natalie.yack
12199	사진기자로서 첫날, 행운을 빌어.	Good luck on your first day as a photojournalist.	Natalie.yack
12200	사진기자라니! 뭔가 중요한 일처럼 들리는데!	Photojournalist! That makes it sound important!	Natalie.yack
12201	^MMucasFlem 게임 개발자 일로 돌아가기 전에 사진 %d장을 더 제출해야 해.	^You need to turn in %d more photos before returning to your game developer job at MMucasFlem.	Natalie.yack
12202	카메라부터 찾아서 목록 확인하고 시작해야겠다.	I better find that camera, take a look at the list, and get cracking.	Natalie.yack
12203	그 사진들 아직 작업 중이야.	Still working on those photos.	Natalie.yack
12204	카메라 어디 있다고 했지?	Where did you say the camera was again?	Natalie.yack
12205	과제 다 끝난 것 같아.	I think I'm done with the assignment.	Natalie.yack
12206	필름 좀 더 받을 수 있어?	Can I get some more film?	Natalie.yack
12207	지금까지 한 거 볼래?	Want to see my work so far?	Natalie.yack
12208	이 과제 얼마나 걸려?	How long will this assignment last?	Natalie.yack
12209	사무용품 좀 받을 수 있어?	Can I get some office supplies?	Natalie.yack
12210	내 퇴직연금에 대해 뭐 알려줄 거 있어?	What can you tell me about my 401k?	Natalie.yack
12211	됐어... 안녕.	Never mind... bye.	Natalie.yack
12212	문 옆 서류함 안을 봐봐.	Look in the filing cabinet by the door.	Natalie.yack
12213	원본 사진 1장을 더 제출해야 해.	You need to turn in 1 more original photo.	Natalie.yack
12214	^원본 사진 %d장을 더 제출해야 해.	^You need to turn in %d more original photos.	Natalie.yack
12215	그럼 다시 MMucasFlem에서 게임 만들러 가야지.	Then it's back to making games at MMucasFlem for me.	Natalie.yack
12216	충분히 있는 것 같은데.	Looks like you've got plenty.	Natalie.yack
12217	여기 몇 개 더.	Here is a couple more.	Natalie.yack
12218	클립이 좀 필요해!	I need some paper clips!	Natalie.yack
12219	마닐라 폴더가 좀 필요해.	I need some manila folders.	Natalie.yack
12220	우표가 좀 필요해.	I need some stamps.	Natalie.yack
12221	2호 연필이 좀 필요해.	I need some no. 2 pencils.	Natalie.yack
12222	수정액이 좀 필요해.	I need some whiteout.	Natalie.yack
12223	미안, 사실 지금은 딱히 필요한 게 없어.	Sorry, I actually don't need anything right now.	Natalie.yack
12224	부쳐야 할 편지가 있어. 내 과제에 중요할 수도 있고.	I have a letter that needs mailing. Might be important to my assignment.	Natalie.yack
12225	알겠어.	Okay.	Natalie.yack
12226	기자로서 은퇴하는 가장 좋은 길은 다른 직업을 구하는 거야.	Best path to retirement as a journalist is to get another job.	Natalie.yack
12227	게임 개발이랑 좀 비슷하네.	Kind of like game development.	Natalie.yack
12228	아니 안 그래.	No you don't.	Natalie.yack
12229	이거 완전 좋은데!	These look great!	Natalie.yack
12230	프로토타입은 이제 끝났어.	The prototype is now over.	Natalie.yack
12231	월급 오르는 거야?	Do I get a raise?	Natalie.yack
12232	승진하는 거야?	Do I get a promotion?	Natalie.yack
12233	계속 여기저기 돌아다닐 수 있는 거야?	Do I get to keep wandering around?	Natalie.yack
12234	게임 그만둘 수 있어?	Can I quit the game?	Natalie.yack
12235	아니.	Nope.	Natalie.yack
12236	알겠어.	Ok.	Natalie.yack
12237	다시 플레이하면 찍을 사진 더 줄게.	Play again and I'll have more photos for you to take.	Natalie.yack
12238	이제 여기서 할 일은 다 끝난 것 같아, 딜로리스.	I think you're done here, Delores.	Natalie.yack
12239	그나저나...	By the way...	Natalie.yack
12240	다리 밑에서 발견된 시체에 대해 뭐 아는 거 있어?	Do you know anything about the body they found under the bridge?	Natalie.yack
12241	마감이 있으니까, 딴짓하지 말고.	We've got a deadline, so no dilly-dallying.	Natalie.yack
12242	S&D 다이너에 오신 걸 환영해요, 딜로리스!	Welcome to the S&D Diner, Delores!	Sandy.yack
12243	여기서 본 지 오래됐네요.	Long time since I've seen you here.	Sandy.yack
12244	지금은 얘기 못 해요, 주방이 완전 난리예요!	Can't talk right now, things are crazy in the kitchen!	Sandy.yack
12245	돌아온 거 환영해요, 딜로리스!	Welcome back, Delores!	Sandy.yack
12246	뭘 도와드릴까요?	What can I do for ya?	Sandy.yack
12247	요즘 어떻게 지내요, 샌디?	How has life been treating you, Sandy?	Sandy.yack
12248	요즘 랜섬 본 적 있어요?	You seen Ransome lately?	Sandy.yack
12249	배고파 죽겠어요. 오늘 특선 메뉴는 뭐예요?	I'm starving. What are your specials today?	Sandy.yack
12250	또 봐요!	See ya!	Sandy.yack
12251	잘 지내죠. 데이브랑 저는 막 세 번째 신혼여행에서 돌아왔어요.	Can't complain. Dave and I just came back from our third honeymoon.	Sandy.yack
12252	나 얘기하는 거야?	You talking about me?	Sandy.yack
12253	응, 자기야, 당신 말고 누구 얘기하겠어?	Yes, snuggle cakes, who else would I be talking about?	Sandy.yack
12254	아, 내 사랑.	Ah, love muffin.	Sandy.yack
12255	데이브랑 저는 데이트하는 날마다 매주 토요일 그 사람 쇼를 봐요.	Dave and I see his show every Saturday on our date-night.	Sandy.yack
12256	한 번도 안 웃긴 적이 없어요. 정말 좋은 사람이에요.	He never fails to make us laugh. Such a good guy.	Sandy.yack
12257	메뉴판에 다 있어요, 뭐 드실래요?	Everything is on the menu board, what do you want?	Sandy.yack
12258	고베 소고기 핫도그 주세요.	I'll have a Kobe beef hot dog.	Sandy.yack
12259	스위스 돼지고기 핫도그 주세요.	I'll have a Swiss pork hot dog.	Sandy.yack
12260	허브 치킨 핫도그 주세요.	I'll have a herb and chicken hot dog.	Sandy.yack
12261	프렌치 머스터드 케일 베지도그 주세요.	I'll have a French mustard and kale veggie dog.	Sandy.yack
12262	야생 버섯 곁들인 기니 치킨 소테 주세요.	I'll have the Guinea chicken sauté with wild mushrooms.	Sandy.yack
12263	처트니 소스 곁들인 케일 샐러드 주세요.	I'll have the kale salad with chutney sauce.	Sandy.yack
12264	타르타르 소스 곁들인 개구리 다리 튀김 주세요.	I'll have the fried frogs' legs, sauce tartare.	Sandy.yack
12265	체리 파이 주세요.	I'll have the cherry pie.	Sandy.yack
12266	잘게 부순 얼음 넣은 물 한 잔 주세요.	I'll have the glass of water with chipped ice.	Sandy.yack
12267	마음이 바뀌었어요. 배 안 고파요.	I changed my mind. I'm not hungry.	Sandy.yack
12268	죄송해요, 방금 그릴에 올렸어요. 아직 안전하게 먹을 온도까지 안 됐어요.	Sorry, I just put those on the grill. They haven't come up to the proper safe eating temperature yet.	Sandy.yack
12269	죄송해요, 오늘 채집한 버섯이 독버섯 종류인 것 같아요.	Sorry, the mushrooms I gathered today look to be of the poisonous variety.	Sandy.yack
12270	죄송해요, 메뉴판 업데이트를 깜빡했네요. 케일이 다 떨어졌어요...	Sorry, forgot to update the board. We're all out of kale...	Sandy.yack
12271	...처트니도요.	...and chutney.	Sandy.yack
12272	안 되겠어요, 오늘 아침에 개구리 잡으러 가는 걸 깜빡했어요.	No can do, I forgot to go frog hunting this morning.	Sandy.yack
12273	죄송해요, 키 큰 남자분이 방금 마지막 조각을 커피 한 잔이랑 같이 드셨어요.	Sorry, some tall guy just ate the last slice with a cup of joe.	Sandy.yack
12274	그럼요! 금방 가져다드릴게요.	Sure thing! Coming right up.	Sandy.yack
12275	여기 있어요.	Here you go.	Sandy.yack
12276	저희 고급 정수로 채웠어요. 그리고 이 컵은 프로모션으로 가지셔도 돼요.	Filled with our fancy filtered water. And you can keep the glass as part of our promotion.	Sandy.yack
12277	고마워요! 잠시만요.	Thanks! Excuse me.	Sandy.yack
12278	진짜 목말랐나 봐!	I guess I was really thirsty!	Sandy.yack
12279	다음에 봐요, 딜로리스.	Later, Delores.	Sandy.yack
12280	얘기할-아레노 기분 아니니까, 그냥 좀 내버려 둬!	I'm not in a talking-a-reno mood, just let me out!	Sheriff.yack
12281	안녕하세요 보안관님!	Hi Sheriff!	Sheriff.yack
12282	안녕하신가-레노, 딜로리스.	Hello-a-reno Delores.	Sheriff.yack
12283	언제부터 다 '아레노'를 붙이기 시작하신 거예요?	When did you start adding 'a-reno' after everything?	Sheriff.yack
12284	방금요! 또 그러셨잖아요!	Just then! You did it again!	Sheriff.yack
12285	아무튼-레노.	Whatever-a-reno.	Sheriff.yack
12286	팀블위드 파크에 범죄가 많진 않죠?	Not a lot of crime in Thimbleweed Park, is there?	Sheriff.yack
12287	서커스가 버려졌다는 게 무슨 얘기예요?	What's that I read about the circus being abandoned?	Sheriff.yack
12288	저 연방 요원이 될까 생각 중이었는데...	I was thinking about becoming a federal agent...	Sheriff.yack
12289	저 가봐야 해서... 안녕히 계세요.	Got to run... bye.	Sheriff.yack
12290	딱히.	Not really.	Sheriff.yack
12291	새로운 부랑자 가족이 A 스트리트에서 지내고 있다네.	A new vagrant family has been hanging out on A Street.	Sheriff.yack
12292	딱히 문제 일으키는 것도 없어서-레노, 그냥 내버려 두고 있어.	They haven't been causing any trouble-a-reno, so I leave them be.	Sheriff.yack
12293	아마 힘든 시기를 겪고 있나 보네요.	Probably fell on hard times.	Sheriff.yack
12294	아니면 완전 거만한 인간이라 당해도 싸거나.	Or she is a complete pompous jerk and deserves everything she gets.	Sheriff.yack
12295	뭘 물어보는지 이해가 안 되는데-레노?	I don't understand-a-reno what you're asking?	Sheriff.yack
12296	약이라도 하신 거예요-레노? 그냥 노(No)라고 하세요-레노.	Are you on drugs-a-reno? Just say no-a-reno.	Sheriff.yack
12297	이봐, '아레노' 개그는 내 거야-레노!	Hey, the 'a-reno' gag is mine!	Sheriff.yack
12298	하! 걸렸다!	Ha! Got ya!	Sheriff.yack
12299	뭐라고-레노!	What-a-reno!	Sheriff.yack
12300	랜섬은 몇 년 전에 그 욕설 개그를 그만둔 뒤로 그 어느 때보다 인기 많아.	Ransome's more popular than ever since he dropped the insult bit many years ago.	Sheriff.yack
12301	그거 어디서 읽었나?	Where did you read that?	Sheriff.yack
12302	보안관님의 기밀 경찰 파일에서 읽었어요.	I read it in your confidential police files.	Sheriff.yack
12303	그 쓰레기 같은 니켈 뉴스에서 읽었어요.	I read it in that trash-rag the Nickel News.	Sheriff.yack
12304	온라인 BBS에서 읽었어요.	I read it on an on-line BBS.	Sheriff.yack
12305	몰라요. 기억이 안 나요.	I don't know. I can't remember.	Sheriff.yack
12306	만나본 적 있어요?	Ever met one?	Sheriff.yack
12307	만나봤다고는 말 못 하겠는데-레노.	Can't say-a-reno that I ever have.	Sheriff.yack
12308	그냥 연방 요원 나오는 게임이나 만들까 봐요.	Maybe I'll just make a game that has a federal agent in it.	Sheriff.yack
12309	그게 더 쉽겠구먼.	Sounds easier.	Sheriff.yack
12310	아...	Oh...	Sheriff.yack
12311	검시관 좀 불러다 줄 수 있겠나-레노?	Can you go get the Coroner-a-reno for me?	Sheriff.yack
12312	그럼요, 검시관님 모셔올게요.	Sure, I'll go get the Coroner for you.	Sheriff.yack
12313	알겠네-레노, 검시관한테 자네 보러 오라고 전해두지.	Right-a-reno, I'll let the Coroner know to come see you.	Sheriff.yack
12314	안녕, 윌리.	Hi Willie.	Willie.yack
12315	안녕, 딜로리스.	Hello Delores.	Willie.yack
12316	늦게까지 여네.	You're closing up late.	Willie.yack
12317	장사는 좀 어때?	How's business?	Willie.yack
12318	완전 대박이지.	Business is booming.	Willie.yack
12319	미안한데 얘기 못 해, 집에 가야 돼.	Sorry I can't talk, I've got to get home.	Willie.yack
12320	오늘 내가 저녁 할 차례야.	It's my night to cook dinner.	Willie.yack
12321	옵션-레노	Options-a-reno	Options.dinky
